PosX,PosY,PosZ,RotX,RotY,RotZ,RotW
-0.8468493,1.636553,0.1103644,-0.006579352,-0.2260942,-0.02223456,0.9738294
-0.8452262,1.636776,0.1085711,-0.00786383,-0.2245169,-0.01992926,0.9742346
-0.8436785,1.637332,0.1072315,-0.009274131,-0.2224744,-0.019749,0.9746944
-0.8419877,1.637375,0.1060566,-0.008586672,-0.2206514,-0.01835282,0.9751422
-0.8399181,1.637692,0.1050124,-0.008417542,-0.217277,-0.01641154,0.9759357
-0.837487,1.637981,0.1040966,-0.00892116,-0.2130796,-0.01475941,0.9768826
-0.8350961,1.638205,0.1033842,-0.009026603,-0.2094412,-0.01347094,0.9776868
-0.8322971,1.638301,0.102469,-0.008516975,-0.206284,-0.01154839,0.9783869
-0.8290571,1.638738,0.1017315,-0.008564084,-0.2026189,-0.01040967,0.9791649
-0.8251743,1.639106,0.1009095,-0.009195063,-0.1977747,-0.009363676,0.9801597
-0.8158108,1.63966,0.09928507,-0.009571433,-0.1907909,-0.007269079,0.9815571
-0.8045435,1.639785,0.09770375,-0.008629949,-0.1822703,-0.005836443,0.9831933
-0.8045435,1.639785,0.09770375,-0.008629949,-0.1822703,-0.005836443,0.9831933
-0.7982556,1.640022,0.09698105,-0.008669571,-0.1786792,-0.004861403,0.9838572
-0.7916127,1.640054,0.09612596,-0.008440524,-0.1755215,-0.004490131,0.9844292
-0.7842939,1.64052,0.09541166,-0.009202353,-0.1719202,-0.005619213,0.9850519
-0.7763001,1.641061,0.09455404,-0.009877895,-0.167886,-0.005121137,0.9857436
-0.7676919,1.641339,0.09368676,-0.009056268,-0.1633388,-0.004295071,0.9865192
-0.7588545,1.641901,0.09286046,-0.009530869,-0.1585782,-0.004015353,0.9872923
-0.7498831,1.6425,0.09185737,-0.009762573,-0.1546647,-0.004281172,0.9879096
-0.7406389,1.642878,0.09070271,-0.009325405,-0.1510086,-0.00386406,0.9884809
-0.7216679,1.644136,0.08829588,-0.01270294,-0.1434729,-0.003643753,0.989566
-0.7119868,1.644333,0.08677274,-0.0126471,-0.1399917,-0.003329634,0.9900663
-0.7023329,1.644637,0.08521292,-0.01325854,-0.1357965,-0.002937307,0.9906437
-0.6924112,1.64514,0.0838781,-0.01410586,-0.131382,-0.001519763,0.9912303
-0.682743,1.645179,0.08236796,-0.0142331,-0.1285,-0.001871302,0.9916056
-0.6733949,1.645377,0.08097839,-0.01519959,-0.1267111,-0.002410695,0.9918203
-0.6640606,1.645195,0.0795387,-0.01540555,-0.1249747,-0.003100202,0.9920355
-0.6453093,1.644963,0.07674503,-0.01609431,-0.1223335,-0.002220875,0.9923561
-0.6362025,1.644686,0.07514226,-0.01557629,-0.1208245,-0.003243489,0.9925464
-0.6362025,1.644686,0.07514226,-0.01557629,-0.1208245,-0.003243489,0.9925464
-0.6273055,1.644499,0.07365119,-0.01573334,-0.1192655,-0.002955009,0.9927334
-0.6185951,1.644175,0.07183886,-0.01571581,-0.1180573,-0.003371882,0.9928767
-0.6099896,1.644127,0.07013622,-0.01556241,-0.1165903,-0.004028321,0.99305
-0.5935385,1.644959,0.06650069,-0.01730861,-0.1126688,-0.006289879,0.993462
-0.5855894,1.645455,0.06446147,-0.01849194,-0.110484,-0.006811917,0.9936825
-0.5778499,1.645291,0.0621075,-0.01825308,-0.1084213,-0.00684574,0.9939139
-0.5705615,1.644668,0.05940241,-0.01486454,-0.1070925,-0.007827744,0.9941071
-0.5635387,1.644295,0.05693498,-0.01484748,-0.1066938,-0.007623289,0.9941518
-0.5567619,1.644028,0.05443272,-0.01421005,-0.1067293,-0.006204007,0.9941672
-0.5500344,1.643616,0.05161396,-0.0135366,-0.106937,-0.005824942,0.9941566
-0.5429794,1.642991,0.04880595,-0.01204853,-0.1061179,-0.005691672,0.9942642
-0.5358303,1.642532,0.0459156,-0.01082234,-0.1045273,-0.005376639,0.9944486
-0.528507,1.642423,0.04295784,-0.01092103,-0.1018132,-0.005190501,0.9947301
-0.5212771,1.642238,0.03979397,-0.01148305,-0.09963652,-0.004890436,0.9949456
-0.5139999,1.641733,0.03666824,-0.01042898,-0.09698953,-0.004148595,0.9952222
-0.5066967,1.641108,0.03347874,-0.01040896,-0.09415056,-0.003631464,0.9954969
-0.4993435,1.640565,0.03028846,-0.009685186,-0.09102379,-0.003166778,0.9957966
-0.4846174,1.639954,0.02389017,-0.0086876,-0.08216783,-0.000366211,0.9965806
-0.4771549,1.639863,0.02067223,-0.007892202,-0.07643785,0,0.9970431
-0.4698738,1.640512,0.01783079,-0.009040623,-0.06708039,0.0002729575,0.9977066
-0.4630312,1.640724,0.0150817,-0.009947046,-0.05918585,0.001006618,0.9981969
-0.4571555,1.640592,0.01235554,-0.01029669,-0.05297669,0.000211432,0.9985427
-0.4519156,1.640275,0.01005134,-0.009921546,-0.04691948,-0.0006459354,0.9988492
-0.4470072,1.639915,0.007843554,-0.00874998,-0.04115961,0.00029901,0.9991143
-0.4425384,1.639996,0.00582546,-0.00852834,-0.03537703,0.0009216107,0.9993373
-0.4381173,1.640561,0.004273146,-0.009812054,-0.02844605,0.0004727763,0.9995471
-0.4339395,1.640947,0.002753288,-0.01083335,-0.021348,0.00029901,0.9997134
-0.430212,1.641148,0.001373887,-0.01073456,-0.0143343,-0.000211432,0.9998397
-0.4265069,1.641403,0.0005170107,-0.01081132,-0.006721631,-0.0006459354,0.9999188
-0.4232875,1.64142,-1.630187E-05,-0.01023354,0.00029901,-0.000690534,0.9999474
-0.4179003,1.640949,-0.0004927516,-0.009685955,0.0142744,-0.0007911061,0.9998509
-0.4179003,1.640949,-0.0004927516,-0.009685955,0.0142744,-0.0007911061,0.9998509
-0.4154958,1.640806,-3.224611E-05,-0.01004765,0.02164847,-0.0007012406,0.9997149
-0.4133406,1.6404,0.0005865991,-0.00935731,0.02864052,-0.001768967,0.9995444
-0.4113352,1.640144,0.001654655,-0.008569301,0.03621067,-0.001953125,0.9993055
-0.4084169,1.639327,0.004083067,-0.007107386,0.05176041,-0.001256791,0.9986335
-0.4074606,1.638769,0.0053339,-0.005398766,0.05846798,-0.0003860202,0.9982746
-0.4067702,1.638589,0.006668806,-0.004875177,0.06465061,-0.0003229677,0.997896
-0.4062741,1.638676,0.008108318,-0.004735636,0.07086589,0.0001220703,0.9974746
-0.4059361,1.639416,0.009799033,-0.004557655,0.07705586,0.000345267,0.9970163
-0.4055678,1.639936,0.01139367,-0.005817262,0.0831539,0.0004048615,0.9965197
-0.4056339,1.640273,0.0128676,-0.006850092,0.08979938,0.0008544922,0.995936
-0.4055514,1.640758,0.01444501,-0.006425817,0.09643254,0.002220875,0.9953163
-0.4056194,1.641057,0.01579708,-0.006194392,0.1024925,0.003100201,0.9947097
-0.4059237,1.641382,0.01726618,-0.006467423,0.1075348,0.002407603,0.9941774
-0.4061632,1.641661,0.0186432,-0.006846828,0.1127325,0.001337213,0.9936009
-0.406412,1.642074,0.02015749,-0.0074872,0.1181879,0.001118793,0.9929624
-0.4070731,1.642568,0.0227747,-0.008434344,0.1275749,0.0001726335,0.9917931
-0.4072827,1.64275,0.02419433,-0.009472059,0.131884,-0.0006796588,0.9912197
-0.4074786,1.642767,0.0255768,-0.01020876,0.1364925,-0.001314737,0.9905877
-0.4077369,1.64262,0.02718848,-0.01045181,0.1404343,-0.001964536,0.9900329
-0.4072316,1.64249,0.02891839,-0.01040323,0.1436241,-0.002901578,0.9895734
-0.40683,1.642336,0.03057191,-0.009849191,0.1464904,-0.003658038,0.9891563
-0.4060688,1.64212,0.03221807,-0.009859775,0.1498131,-0.003974321,0.9886572
-0.4052428,1.641886,0.03392595,-0.00921934,0.1524972,-0.003360815,0.9882552
-0.4044173,1.641584,0.03522503,-0.00816321,0.1551492,-0.003413606,0.9878514
-0.4029725,1.64127,0.03660071,-0.008404256,0.1586879,-0.003088162,0.9872882
-0.4012008,1.640574,0.0377517,-0.008137614,0.1611632,-0.002745904,0.9868904
-0.3988129,1.639905,0.03878647,-0.006660387,0.162995,-0.003268659,0.986599
-0.3958758,1.639364,0.03968635,-0.005305497,0.1648895,-0.00333634,0.9862921
-0.3924065,1.638831,0.04041719,-0.003637614,0.1677789,-0.003852474,0.9858105
-0.3885179,1.638399,0.04097471,-0.002548903,0.1696963,-0.004435035,0.9854832
-0.3844056,1.638142,0.0415504,-0.002504673,0.1716154,-0.006256625,0.985141
-0.3798628,1.637848,0.04194763,-0.001839175,0.1738589,-0.007440283,0.9847407
-0.3752533,1.637804,0.04195967,-0.00123285,0.1753028,-0.007888425,0.9844822
-0.3703078,1.637931,0.04160893,-0.001145121,0.1767117,-0.008237711,0.9842275
-0.3651519,1.638096,0.0412038,-0.001972107,0.177467,-0.008394498,0.984089
-0.3541161,1.638184,0.03942272,-0.003495562,0.1784042,-0.007909177,0.9839193
-0.3481369,1.638491,0.03860113,-0.004331347,0.1776257,-0.006285139,0.9840685
-0.341692,1.639059,0.03765452,-0.002537184,0.1776113,-0.005730808,0.9840808
-0.3349681,1.639691,0.03632507,-0.003059074,0.1789932,-0.004567453,0.983835
-0.3283416,1.639672,0.03469452,-0.002839283,0.1806215,-0.003858272,0.983541
-0.3215166,1.64037,0.0331974,-0.004419889,0.1820947,-0.00283403,0.983267
-0.3147097,1.640801,0.0314765,-0.005078771,0.1821256,-0.002721374,0.9832584
-0.3081567,1.641351,0.02983126,-0.005726906,0.1832594,-0.003046871,0.9830432
-0.3013841,1.641987,0.02824524,-0.006784518,0.1844872,-0.002388963,0.9828086
-0.2950404,1.64268,0.02659044,-0.0082639,0.185808,-0.001297625,0.9825505
-0.2887465,1.642824,0.02507547,-0.008754238,0.1864752,-0.0009533996,0.9824202
-0.2824832,1.643083,0.023628,-0.009326205,0.1872321,-0.0004401308,0.9822714
-0.2761445,1.643162,0.02212191,-0.009530869,0.1890677,0.0001726335,0.9819178
-0.2637572,1.64284,0.019335,-0.008744018,0.1948011,0.001428796,0.9808028
-0.2576389,1.642451,0.01792192,-0.007570328,0.1979353,0.00187528,0.9801841
-0.2517844,1.642006,0.01643357,-0.006841385,0.201352,0.001949307,0.9794931
-0.2461849,1.641509,0.01503447,-0.006600833,0.2052916,0.001998377,0.9786766
-0.2408718,1.641124,0.01376668,-0.006545291,0.2083621,0.001814706,0.9780282
-0.23605,1.640781,0.01248872,-0.006183557,0.2116076,0.001021313,0.9773346
-0.231301,1.640382,0.01106429,-0.005398766,0.2159697,0.001785735,0.9763836
-0.2268046,1.640287,0.009697139,-0.005631134,0.2199208,0.002156192,0.9754991
-0.2226464,1.640276,0.008294165,-0.005878418,0.223836,0.002580856,0.9746057
-0.2186706,1.640261,0.00702697,-0.006730493,0.2277514,0.002965078,0.9736915
-0.2147751,1.640207,0.005816817,-0.006910732,0.2324684,0.003208847,0.9725741
-0.2109506,1.640102,0.00470224,-0.007166889,0.2373183,0.002860199,0.9714013
-0.2038196,1.639804,0.002926528,-0.007723299,0.2454561,0.001519763,0.9693758
-0.2006449,1.639541,0.002088547,-0.00704315,0.2498652,0.001500025,0.9682539
-0.1977159,1.639511,0.001615793,-0.007655473,0.2534127,0.001949307,0.967326
-0.1948869,1.639351,0.001065135,-0.007960819,0.2567778,0.00105716,0.9664371
-0.1896856,1.639001,7.843971E-05,-0.00680973,0.2631955,0.0003860203,0.9647184
-0.1896856,1.639001,7.843971E-05,-0.00680973,0.2631955,0.0003860203,0.9647184
-0.1846976,1.639146,-0.0008000135,-0.007465276,0.2697071,0,0.9629135
-0.1846976,1.639146,-0.0008000135,-0.007465276,0.2697071,0,0.9629135
-0.1823764,1.638993,-0.001418263,-0.006741554,0.2736579,-0.0001726335,0.9618034
-0.1799358,1.638955,-0.002121776,-0.007004964,0.278022,-0.000211432,0.9605491
-0.1776237,1.638926,-0.002810448,-0.007274203,0.2813911,-0.000211432,0.9595656
-0.1753702,1.638777,-0.003316551,-0.007467272,0.2838205,-0.001118793,0.9588478
-0.1729759,1.638505,-0.00388658,-0.007101093,0.2865345,-0.001760523,0.958042
-0.1706616,1.6382,-0.004591972,-0.006605346,0.2891878,-0.001691456,0.9572481
-0.1683489,1.637995,-0.00525105,-0.006605347,0.2920963,-0.001998377,0.956364
-0.163501,1.637376,-0.006564081,-0.00543727,0.2965568,-0.0029901,0.9549951
-0.163501,1.637376,-0.006564081,-0.00543727,0.2965568,-0.0029901,0.9549951
-0.1586252,1.637262,-0.008408695,-0.005171807,0.3011982,-0.003548448,0.9535409
-0.1560532,1.637251,-0.009391725,-0.00560328,0.3033321,-0.004240955,0.952859
-0.1535285,1.637083,-0.01051334,-0.005375254,0.305758,-0.004219821,0.9520848
-0.1508293,1.63689,-0.01195011,-0.004591856,0.3086866,-0.004226877,0.9511433
-0.1480597,1.636766,-0.01335585,-0.004727763,0.3111799,-0.004263733,0.9503297
-0.1453229,1.636629,-0.01480255,-0.004310655,0.3128203,-0.004966027,0.9497896
-0.1425499,1.636443,-0.01627406,-0.004590233,0.3143063,-0.005489094,0.9492947
-0.139518,1.636129,-0.0178439,-0.004528134,0.3167397,-0.006059411,0.9484823
-0.1362507,1.635929,-0.01945081,-0.003456983,0.3194029,-0.006312346,0.9475917
-0.1328772,1.635934,-0.02110404,-0.003938541,0.3214365,-0.006369919,0.9469015
-0.1295314,1.635759,-0.02292877,-0.003619133,0.3233382,-0.007216617,0.9462491
-0.1260678,1.635742,-0.02483359,-0.003718639,0.3254794,-0.007941141,0.9455085
-0.1225183,1.635751,-0.0267399,-0.004348514,0.3272667,-0.008406914,0.9448847
-0.1188947,1.6357,-0.02860898,-0.004433354,0.3290602,-0.009590874,0.9442499
-0.1153336,1.635583,-0.03065342,-0.003936649,0.3310277,-0.01010459,0.9435588
-0.1117394,1.63551,-0.03268826,-0.004586986,0.3328895,-0.01049521,0.9428963
-0.1082044,1.635562,-0.03467566,-0.005247604,0.3342523,-0.0110053,0.9424048
-0.1047577,1.635418,-0.0366725,-0.005624515,0.3357349,-0.011966,0.9418637
-0.09771478,1.635121,-0.04059291,-0.005445485,0.3391071,-0.01273867,0.9406458
-0.09413433,1.634932,-0.04243734,-0.005364154,0.3408754,-0.01295844,0.9400039
-0.09068012,1.634819,-0.04422468,-0.005878418,0.3421035,-0.01325855,0.9395503
-0.08717251,1.634571,-0.04587939,-0.005945213,0.3435236,-0.01469414,0.9390103
-0.08384538,1.634303,-0.04763693,-0.005091957,0.3454202,-0.01538473,0.9383082
-0.08071196,1.634014,-0.0493468,-0.004516602,0.3476751,-0.01552694,0.9374757
-0.07746971,1.633805,-0.05091608,-0.003848604,0.3503584,-0.01512884,0.9364856
-0.07469082,1.633675,-0.05240515,-0.003497693,0.3521151,-0.01459698,0.9358364
-0.07195616,1.633571,-0.05365562,-0.003499822,0.3543022,-0.01400567,0.9350196
-0.06925857,1.633265,-0.05481526,-0.002740472,0.3565238,-0.01366315,0.9341823
-0.06426632,1.633095,-0.056813,-0.001402481,0.3607828,-0.01226427,0.9325682
-0.06426632,1.633095,-0.056813,-0.001402481,0.3607828,-0.01226427,0.9325682
-0.06216669,1.632992,-0.05774397,-0.001359318,0.3628065,-0.01205966,0.9317855
-0.06022537,1.633043,-0.05853331,-0.001586914,0.3646866,-0.01070676,0.9310675
-0.05677295,1.633015,-0.05961531,-0.002510616,0.3688119,-0.010012,0.9294468
-0.05533338,1.633304,-0.05970484,-0.002504673,0.3705328,-0.00966208,0.9287658
-0.05533338,1.633304,-0.05970484,-0.002504673,0.3705328,-0.00966208,0.9287658
-0.05422986,1.633269,-0.05972651,-0.00133163,0.3717881,-0.009234682,0.9282708
-0.05319464,1.633568,-0.05944973,-0.001145121,0.3731835,-0.00857278,0.9277173
-0.05146575,1.633768,-0.05835158,-0.000791106,0.3753994,-0.007662283,0.9268311
-0.05060029,1.633723,-0.05775595,-0.0009689031,0.3772744,-0.007121001,0.9260736
-0.04971039,1.633467,-0.05696452,-0.001158061,0.3785984,-0.00722384,0.9255322
-0.04879022,1.63308,-0.05618623,-0.0001726335,0.3798801,-0.007621333,0.9250044
-0.04780173,1.632771,-0.0553385,0.000545915,0.3821986,-0.008354463,0.9240423
-0.04673457,1.63274,-0.05447134,0.0009052977,0.3850114,-0.008429926,0.9228728
-0.04567313,1.632688,-0.05359843,0.001280284,0.387603,-0.008562343,0.9217858
-0.0446806,1.632693,-0.05276275,0.001637745,0.3904206,-0.008732934,0.9205937
-0.04349661,1.632603,-0.0517053,0.001434001,0.3927236,-0.008732934,0.919614
-0.04254758,1.632595,-0.05054423,0.001879249,0.3953836,-0.008852413,0.9184715
-0.04154861,1.632639,-0.04922786,0.001700243,0.3979223,-0.009069421,0.9173727
-0.04066622,1.632314,-0.04792336,0.001964536,0.4007604,-0.009330996,0.9161333
-0.03973401,1.632051,-0.04654866,0.002510616,0.4038477,-0.009107951,0.9147775
-0.03885674,1.631848,-0.04523712,0.002854984,0.4077289,-0.009260464,0.9130516
-0.03800189,1.631701,-0.04396173,0.003347488,0.4125581,-0.009164221,0.910879
-0.03711486,1.632092,-0.04254386,0.003176175,0.4170204,-0.008661833,0.9088503
-0.03640378,1.632352,-0.04105082,0.0028314,0.4212582,-0.008971961,0.906892
-0.03582883,1.632768,-0.03947726,0.002718635,0.4252723,-0.00868331,0.9050197
-0.03545845,1.633454,-0.03797174,0.001760523,0.4291021,-0.007652553,0.9032218
-0.03542769,1.633637,-0.03643614,0.001320392,0.4321165,-0.007185577,0.9017882
-0.03560913,1.633851,-0.03487068,0.0009611826,0.4346521,-0.006807541,0.9005722
-0.0369184,1.634066,-0.03206256,0,0.4400599,-0.007132501,0.8979402
-0.0369184,1.634066,-0.03206256,0,0.4400599,-0.007132501,0.8979402
-0.03784239,1.634752,-0.02913785,-0.0006796587,0.4454677,-0.005918837,0.8952782
-0.03784239,1.634752,-0.02913785,-0.0006796587,0.4454677,-0.005918837,0.8952782
-0.03891706,1.635426,-0.02641317,-0.0005320922,0.4500025,-0.005263199,0.8930116
-0.03921235,1.635913,-0.02504927,-0.001326023,0.4518952,-0.004928376,0.8920565
-0.03940773,1.636304,-0.02378869,-0.001747781,0.4535905,-0.003961177,0.8911997
-0.03954887,1.636485,-0.02248761,-0.00200582,0.4549272,-0.003563115,0.8905193
-0.03911734,1.636673,-0.02109742,-0.001863322,0.4560293,-0.003672268,0.8899552
-0.03911972,1.636539,-0.01996702,-0.001739234,0.4569285,-0.00385054,0.8894934
-0.03909993,1.636524,-0.01874128,-0.001291871,0.4584272,-0.004150391,0.8887213
-0.04003453,1.636341,-0.01798266,-0.0009533996,0.459265,-0.00350195,0.8882919
-0.04041111,1.636237,-0.01714644,-0.00059802,0.4603631,-0.003726645,0.8877227
-0.04100192,1.636254,-0.01584017,-0.0004401308,0.4621088,-0.003190218,0.8868174
-0.04132545,1.63615,-0.01540399,-0.0004048614,0.4632556,-0.003071227,0.8862193
-0.04155374,1.636113,-0.01493943,-0.00029901,0.4639304,-0.002679993,0.8858675
-0.041574,1.636128,-0.01465541,-0.0005320922,0.4647409,-0.003080916,0.8854412
-0.04156578,1.63619,-0.01436183,-0.0007221777,0.4654601,-0.003138418,0.885063
-0.04165924,1.636244,-0.01411724,-0.0007911061,0.4663198,-0.003000051,0.8846108
-0.04171097,1.636301,-0.01382118,-0.001151609,0.4669762,-0.003085748,0.8842638
-0.04170012,1.636304,-0.01340246,-0.00109183,0.4674332,-0.002826132,0.8840232
-0.04178309,1.636335,-0.01312739,-0.001050089,0.4682369,-0.002128369,0.8835998
-0.04184389,1.636415,-0.0126673,-0.001469921,0.4691322,-0.002363881,0.8831236
-0.04200625,1.636512,-0.01221365,-0.001138596,0.4696529,-0.00233215,0.8828474
-0.04191327,1.636728,-0.01177958,-0.001220703,0.4703567,-0.001280284,0.8824747
-0.0420754,1.636923,-0.01153383,-0.001474981,0.4710598,-0.0008631675,0.8820996
-0.04207838,1.637099,-0.0112589,-0.001596276,0.4715751,-0.0005320922,0.8818243
-0.04215097,1.637102,-0.01110765,-0.001220703,0.472022,-0.0003860202,0.8815858
-0.04223716,1.63711,-0.01107043,-0.001655842,0.4723379,-0.0004567453,0.8814159
-0.04155362,1.637481,-0.01117796,-0.001651337,0.4742048,-0.0005854287,0.8804128
-0.04155362,1.637481,-0.01117796,-0.001651337,0.4742048,-0.0005854287,0.8804128
-0.04150891,1.637423,-0.01127964,-0.001386452,0.4750912,-0.0006342959,0.8799352
-0.04161191,1.637379,-0.01152533,-0.001469921,0.4759036,-0.001112113,0.8794955
-0.0414021,1.637606,-0.01193926,-0.001752039,0.4771627,-0.001035801,0.8788126
-0.04136014,1.637629,-0.01242262,-0.002009531,0.4791039,-0.001013992,0.8777553
-0.0413413,1.637671,-0.01287049,-0.002103722,0.4812903,-0.0007425247,0.8765584
-0.04159427,1.637558,-0.01326177,-0.002200654,0.4828884,-0.0006103516,0.875679
-0.04180694,1.637566,-0.01354468,-0.002820855,0.4839712,-0.000622439,0.8750792
-0.041767,1.637696,-0.01377305,-0.00317852,0.4856562,0.0001726335,0.8741441
-0.04174542,1.637767,-0.01398709,-0.002583742,0.4869419,0.000690534,0.8734303
-0.04182434,1.637954,-0.01415509,-0.003076075,0.4880369,0.0004401308,0.8728175
-0.04161429,1.638252,-0.0142608,-0.004583736,0.4886378,0.0007117862,0.8724744
-0.04135811,1.638373,-0.01441357,-0.004815206,0.4908968,0.00059802,0.8712043
-0.04127228,1.638143,-0.01489758,-0.003734633,0.4930048,0.0005179005,0.8700184
-0.04101443,1.637782,-0.01574555,-0.002296739,0.4977203,0.0002441406,0.8673345
-0.04069221,1.637838,-0.01607043,-0.001855308,0.4999717,0.000366211,0.8660398
-0.04026437,1.637841,-0.01634645,-0.001348311,0.5022278,0.00029901,0.8647342
